,PlanId,StandardComponentId,BenefitName,Exclusions
147033,56503FL2600002-03,56503FL2600002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
147035,56503FL2610001-01,56503FL2610001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147066,56503FL2620002-03,56503FL2620002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147068,56503FL2620002-03,56503FL2620002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147070,56503FL2600002-03,56503FL2600002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
147072,56503FL2600002-03,56503FL2600002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions. Cost sharing is a per day limit.
147114,56503FL2600002-03,56503FL2600002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
147143,56503FL2610001-00,56503FL2610001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147145,56503FL2610001-00,56503FL2610001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147147,56503FL2610001-00,56503FL2610001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147189,56503FL2610001-00,56503FL2610001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
147218,56503FL2610001-01,56503FL2610001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147220,56503FL2610001-01,56503FL2610001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147257,56503FL2610001-01,56503FL2610001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
147286,56503FL2610001-02,56503FL2610001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147288,56503FL2610001-02,56503FL2610001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147290,56503FL2610001-02,56503FL2610001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147332,56503FL2610001-02,56503FL2610001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
147361,56503FL2610001-03,56503FL2610001,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147363,56503FL2610001-03,56503FL2610001,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147365,56503FL2610001-03,56503FL2610001,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147407,56503FL2610001-03,56503FL2610001,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
147436,56503FL2620002-00,56503FL2620002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147438,56503FL2620002-00,56503FL2620002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147440,56503FL2620002-00,56503FL2620002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147482,56503FL2620002-00,56503FL2620002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
147511,56503FL2620002-01,56503FL2620002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147513,56503FL2620002-01,56503FL2620002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147515,56503FL2620002-01,56503FL2620002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147557,56503FL2620002-01,56503FL2620002,Diabetes Care Management,"In order for services to be covered, diabetes outpatient self-management training and educational services must be provided under the direct supervision of an FHCP certified Diabetes Educator or board-certified Physician spcializing in endocrinology.  Additionally, nutrition counseling must be provided by a licensed FHCP contracted dietitian."
147586,56503FL2620002-02,56503FL2620002,Delivery and All Inpatient Services for Maternity Care,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147588,56503FL2620002-02,56503FL2620002,Mental/Behavioral Health Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
147590,56503FL2620002-02,56503FL2620002,Substance Abuse Disorder Inpatient Services,Pre-certification/pre-authorization of coverage required for non-emergency admissions.
